n_simulations,mean,median,std,p5,p25,p50,p75,p95,min,max,probability_negative_equity_pct
5000,3023.9555219999997,2882.3450000000003,624.6539700200484,2226.8265,2580.08,2882.3450000000003,3340.0625,4309.7,1988.73,5512.82,0.0
