growth_10yr_avg,growth_last3yr_avg,growth_median,growth_std,growth_bear_p25,growth_base_p50,growth_bull_p75,growth_last3yr_avg_ex_covid,margin_10yr_avg,margin_last3yr_avg,margin_median,margin_std,margin_bear_p25,margin_base_p50,margin_bull_p75,capex_pct_sales_fwd,dso_fwd,dio_fwd,dpo_fwd,tax_rate_implied,kd_implied,kd_used,tax_used,rf,beta,erp_used,ke,kd_after_tax,e_weight,d_weight,wacc
24.063785066608087,29.7062472990422,22.697284142391606,14.157581257053424,18.346253229974163,22.697284142391606,33.057660321567184,29.7062472990422,10.169001281236996,9.77317505179812,10.140239881116496,1.319523616315656,9.44923928436176,10.140239881116496,11.298487724974594,0.02807839337815211,5.333333333333333,161.33333333333334,52.0,26.782809100736554,3.42168167052083,3.42168167052083,25,7.2,0.18,7.31,8.5158,2.5662612528906226,0.3389819531992056,0.6610180468007945,4.5830475180201145
